image_file,image_id,role,word,surface,s_det,n_instances,n_patches,patch_frac,outside_crop,leak_max,seg,ell,ell_masked,delta,delta_lo,delta_ins,delta_lo_ins,delta_ctrl,delta_lo_ctrl,conf_drop_pct,mu_hat,sigma_hat,tau,decision,gt_label,outcome
COCO_val2014_000000144305.jpg,144305,probe,cat,,0.1731,1,397,0.6892,0,0.000e+00,sam,-13.82778,-9.76811,-4.05968,4.20313,-2.95512,3.81250,-1.30837,0.26563,-5695.560,-0.74133,1.03005,0.28872,,GT_ABSENT,
COCO_val2014_000000144305.jpg,144305,probe,wine glass,,0.0776,1,9,0.0156,0,0.000e+00,sam,-7.74725,-7.96022,0.21297,0.14063,2.99930,4.37500,0.20515,0.12500,19.182,-0.74133,1.03005,0.28872,,GT_ABSENT,
COCO_val2014_000000144305.jpg,144305,probe,hot dog,,0.1077,1,45,0.0781,0,0.000e+00,sam,-8.61235,-8.40411,-0.20825,-0.26562,2.91206,0.25000,0.02966,-0.03125,-23.152,-0.74133,1.03005,0.28872,,GT_ABSENT,
COCO_val2014_000000144305.jpg,144305,probe,traffic light,,0.0867,1,202,0.3507,0,0.000e+00,sam,-7.58695,-6.92056,-0.66639,-0.32813,-0.23781,1.57812,-0.16134,-0.01562,-94.719,-0.74133,1.03005,0.28872,,GT_ABSENT,
COCO_val2014_000000144305.jpg,144305,probe,hair drier,,0.0770,1,45,0.0781,0,0.000e+00,sam,-4.65673,-4.53295,-0.12378,0.20313,0.22900,3.62500,-0.20747,0.60938,-13.176,-0.74133,1.03005,0.28872,,GT_ABSENT,
COCO_val2014_000000144305.jpg,144305,probe,sports ball,,0.1335,1,45,0.0781,0,0.000e+00,sam,-7.32486,-7.29911,-0.02576,-0.37500,2.98644,2.45313,-0.10949,-1.53125,-2.609,-0.74133,1.03005,0.28872,,GT_ABSENT,
COCO_val2014_000000144305.jpg,144305,probe,bench,,0.1872,1,393,0.6823,0,0.000e+00,sam,-6.51108,-5.31779,-1.19329,0.42188,-0.84132,0.67188,-0.03568,0.43750,-229.791,-0.74133,1.03005,0.28872,,GT_ABSENT,
COCO_val2014_000000144305.jpg,144305,probe,baseball glove,,0.1290,1,397,0.6892,0,0.000e+00,sam,-5.12870,-4.50135,-0.62734,1.21875,-0.40780,1.20313,-0.09303,0.90625,-87.263,-0.74133,1.03005,0.28872,,GT_ABSENT,
COCO_val2014_000000164091.jpg,164091,candidate,bed,bed,0.4246,1,160,0.2778,0,0.000e+00,sam,-3.31313,-4.20191,0.88878,3.51563,3.73635,2.43750,1.71818,2.82813,58.884,-0.07228,0.40395,0.33166,VERIFIED,REAL,TN
COCO_val2014_000000164091.jpg,164091,candidate,teddy bear,teddy bear,0.5231,1,25,0.0434,0,0.000e+00,sam,-1.70145,-2.04281,0.34136,2.76562,0.06087,1.95312,0.34859,2.71875,28.920,-0.07228,0.40395,0.33166,VERIFIED,REAL,TN
COCO_val2014_000000164091.jpg,164091,candidate,baby carriage,baby carriage,0.9156,1,131,0.2274,0,0.000e+00,sam,-3.62834,-6.71040,3.08205,3.09375,2.19784,1.51562,3.55013,3.04688,95.413,-0.07228,0.40395,0.33166,VERIFIED,UNKNOWN,TN
COCO_val2014_000000164091.jpg,164091,candidate,black,black,0.5828,1,61,0.1059,0,0.000e+00,sam,-7.78188,-7.71424,-0.06765,0.34375,6.10959,1.95313,0.25824,0.23438,-6.999,-0.07228,0.40395,0.33166,HALLUCINATED,UNKNOWN,TN
COCO_val2014_000000164091.jpg,164091,candidate,dress,dress,0.3480,1,81,0.1406,0,0.000e+00,sam,-6.56313,-6.29345,-0.26969,-0.25000,2.39494,-0.09375,-0.28859,-0.15625,-30.955,-0.07228,0.40395,0.33166,HALLUCINATED,UNKNOWN,TN
COCO_val2014_000000164091.jpg,164091,candidate,teddy,teddy,0.3901,2,125,0.2170,0,0.000e+00,sam,-2.55112,-3.37640,0.82528,2.42188,0.90574,2.60937,1.07961,3.04687,56.189,-0.07228,0.40395,0.33166,VERIFIED,UNKNOWN,TN
COCO_val2014_000000164091.jpg,164091,candidate,white,white,0.7375,1,121,0.2101,0,0.000e+00,sam,-4.93813,-5.67142,0.73329,0.14063,2.39088,1.21875,0.86295,0.59375,51.967,-0.07228,0.40395,0.33166,VERIFIED,UNKNOWN,TN
COCO_val2014_000000164091.jpg,164091,candidate,bear,bear,0.3540,1,132,0.2292,0,0.000e+00,sam,-10.26626,-10.79187,0.52561,0.26562,-0.48773,-5.12500,0.66037,0.20312,40.881,-0.07228,0.40395,0.33166,VERIFIED,UNKNOWN,TN
COCO_val2014_000000164091.jpg,164091,candidate,doll,doll,0.4883,2,182,0.3160,0,0.000e+00,sam,-0.43813,-6.32555,5.88741,2.95312,5.14376,2.56250,5.24564,1.96875,99.723,-0.07228,0.40395,0.33166,VERIFIED,UNKNOWN,TN
COCO_val2014_000000164091.jpg,164091,probe,,,0.0530,1,141,0.2448,0,0.000e+00,sam,-10.00845,-9.96502,-0.04342,0.18750,-0.27178,0.20312,-0.00217,0.18750,-4.438,-0.07228,0.40395,0.33166,,GT_ABSENT,
COCO_val2014_000000164091.jpg,164091,probe,hot dog,,0.1881,1,133,0.2309,0,0.000e+00,sam,-7.72091,-7.61682,-0.10409,-0.21875,3.09477,2.50000,-0.05166,-0.23437,-10.970,-0.07228,0.40395,0.33166,,GT_ABSENT,
COCO_val2014_000000164091.jpg,164091,probe,potted plant,,0.1734,1,141,0.2448,0,0.000e+00,sam,-4.76149,-4.98795,0.22646,-0.01562,1.00695,-0.28125,0.26377,-0.07813,20.265,-0.07228,0.40395,0.33166,,GT_ABSENT,
COCO_val2014_000000164091.jpg,164091,probe,cup,,0.2402,1,131,0.2274,0,0.000e+00,sam,-10.43032,-10.81078,0.38046,-0.53125,3.60827,-0.75000,0.55859,-0.70313,31.645,-0.07228,0.40395,0.33166,,GT_ABSENT,
COCO_val2014_000000164091.jpg,164091,probe,frisbee,,0.1420,1,132,0.2292,0,0.000e+00,sam,-6.10705,-5.83985,-0.26720,-0.37500,3.48751,2.42188,-0.18849,-0.35937,-30.630,-0.07228,0.40395,0.33166,,GT_ABSENT,
COCO_val2014_000000164091.jpg,164091,probe,wine glass,,0.1940,1,131,0.2274,0,0.000e+00,sam,-6.23048,-6.45014,0.21966,-1.03125,1.30211,-0.17188,0.31312,-1.12500,19.721,-0.07228,0.40395,0.33166,,GT_ABSENT,
COCO_val2014_000000164091.jpg,164091,probe,handbag,,0.2623,1,130,0.2257,0,0.000e+00,sam,-6.14214,-6.30278,0.16064,-0.81250,4.05330,0.65625,0.14165,-0.98438,14.840,-0.07228,0.40395,0.33166,,GT_ABSENT,
COCO_val2014_000000164091.jpg,164091,probe,toaster,,0.1447,1,130,0.2257,0,0.000e+00,sam,-7.03362,-6.99246,-0.04117,-0.65625,2.22287,-0.65625,0.00361,-0.37500,-4.203,-0.07228,0.40395,0.33166,,GT_ABSENT,
COCO_val2014_000000164091.jpg,164091,probe,baseball bat,,0.2290,1,130,0.2257,0,0.000e+00,sam,-6.27793,-6.41383,0.13590,-1.26562,1.44275,0.57812,0.19459,-0.78125,12.707,-0.07228,0.40395,0.33166,,GT_ABSENT,
COCO_val2014_000000164091.jpg,164091,probe,knife,,0.1915,1,130,0.2257,0,0.000e+00,sam,-8.47138,-7.61282,-0.85856,-1.09375,1.40376,-2.56250,-0.71025,-0.87500,-135.975,-0.07228,0.40395,0.33166,,GT_ABSENT,
COCO_val2014_000000164091.jpg,164091,probe,bowl,,0.2641,1,132,0.2292,0,0.000e+00,sam,-6.51411,-6.68635,0.17224,0.45312,3.41291,1.12500,0.34429,0.59375,15.822,-0.07228,0.40395,0.33166,,GT_ABSENT,
COCO_val2014_000000164091.jpg,164091,probe,parking meter,,0.0844,1,131,0.2274,0,0.000e+00,sam,-7.21327,-7.57907,0.36580,-0.04688,3.82125,0.53125,0.89715,-0.01562,30.636,-0.07228,0.40395,0.33166,,GT_ABSENT,
COCO_val2014_000000164091.jpg,164091,probe,motorcycle,,0.2649,1,133,0.2309,0,0.000e+00,sam,-7.81572,-6.72138,-1.09435,-0.56250,1.55226,0.64063,-0.95179,-0.42187,-198.723,-0.07228,0.40395,0.33166,,GT_ABSENT,
COCO_val2014_000000164091.jpg,164091,probe,tennis racket,,0.2043,1,128,0.2222,0,0.000e+00,sam,-4.39760,-4.83014,0.43253,-1.21875,2.88714,0.96875,0.45201,-0.82813,35.114,-0.07228,0.40395,0.33166,,GT_ABSENT,
COCO_val2014_000000164091.jpg,164091,probe,traffic light,,0.1422,1,129,0.2240,0,0.000e+00,sam,-8.72255,-8.40524,-0.31730,-0.35937,2.22042,-0.06250,-0.10098,-0.48437,-37.342,-0.07228,0.40395,0.33166,,GT_ABSENT,
COCO_val2014_000000164091.jpg,164091,probe,toothbrush,,0.1594,1,3,0.0052,0,0.000e+00,sam,-3.30992,-3.32274,0.01282,0.01563,1.04099,2.82813,0.02078,0.03125,1.274,-0.07228,0.40395,0.33166,,GT_ABSENT,
COCO_val2014_000000164091.jpg,164091,probe,stop sign,,0.0815,1,132,0.2292,0,0.000e+00,sam,-8.84822,-8.33303,-0.51519,0.12500,2.94741,0.92187,-0.29198,-0.01563,-67.396,-0.07228,0.40395,0.33166,,GT_ABSENT,
COCO_val2014_000000164091.jpg,164091,probe,hair drier,,0.0846,1,24,0.0417,0,0.000e+00,sam,-6.52651,-6.42161,-0.10489,0.01562,2.58445,1.75000,-0.12686,0.03125,-11.059,-0.07228,0.40395,0.33166,,GT_ABSENT,
COCO_val2014_000000164091.jpg,164091,probe,surfboard,,0.2613,1,131,0.2274,0,0.000e+00,sam,-5.35757,-4.98376,-0.37381,-0.40625,1.99791,2.15625,-0.38884,-0.40625,-45.327,-0.07228,0.40395,0.33166,,GT_ABSENT,
COCO_val2014_000000164091.jpg,164091,probe,sports ball,,0.1122,1,132,0.2292,0,0.000e+00,sam,-7.10754,-7.27532,0.16778,-0.12500,3.59558,1.56250,0.63216,0.26563,15.446,-0.07228,0.40395,0.33166,,GT_ABSENT,
COCO_val2014_000000308003.jpg,308003,candidate,bench,bench,0.5340,1,413,0.7170,0,0.000e+00,sam,-0.70480,-3.62678,2.92198,7.23438,2.91194,5.53125,3.26035,3.75000,94.617,-0.63700,0.54165,-0.09535,VERIFIED,REAL,TN
COCO_val2014_000000308003.jpg,308003,candidate,green,green,0.6566,1,310,0.5382,0,0.000e+00,sam,-2.16732,-6.59527,4.42794,2.71875,4.55749,2.54688,4.53342,2.43750,98.806,-0.63700,0.54165,-0.09535,VERIFIED,UNKNOWN,TN
COCO_val2014_000000308003.jpg,308003,candidate,dirt,dirt,0.4036,1,122,0.2118,0,0.000e+00,sam,-4.43627,-4.38253,-0.05374,2.03125,0.24666,1.18750,-0.11932,1.65625,-5.521,-0.63700,0.54165,-0.09535,VERIFIED,UNKNOWN,TN
COCO_val2014_000000308003.jpg,308003,candidate,tree,tree,0.4417,2,90,0.1562,0,0.000e+00,sam,-5.68295,-5.62389,-0.05906,1.18750,-0.48871,-1.45312,-0.13832,1.04688,-6.084,-0.63700,0.54165,-0.09535,VERIFIED,UNKNOWN,TN
COCO_val2014_000000308003.jpg,308003,probe,backpack,,0.2105,1,310,0.5382,0,0.000e+00,sam,-5.32120,-4.50505,-0.81615,-1.04687,-1.14656,-1.06250,-0.80763,-0.64062,-126.178,-0.63700,0.54165,-0.09535,,GT_ABSENT,
COCO_val2014_000000308003.jpg,308003,probe,,,0.0510,1,310,0.5382,0,0.000e+00,sam,-10.78451,-10.28277,-0.50174,-0.29688,0.84265,-0.29688,0.49826,-0.14062,-65.160,-0.63700,0.54165,-0.09535,,GT_ABSENT,
COCO_val2014_000000308003.jpg,308003,probe,microwave,,0.1833,1,310,0.5382,0,0.000e+00,sam,-4.38670,-4.11731,-0.26939,-0.87500,-0.19941,-0.57812,0.01853,-0.60937,-30.917,-0.63700,0.54165,-0.09535,,GT_ABSENT,
COCO_val2014_000000308003.jpg,308003,probe,sports ball,,0.1488,1,310,0.5382,0,0.000e+00,sam,-8.20031,-6.83090,-1.36941,-1.45312,-0.16069,-1.39062,-0.11677,-1.00000,-293.302,-0.63700,0.54165,-0.09535,,GT_ABSENT,
COCO_val2014_000000308003.jpg,308003,probe,toaster,,0.0643,1,0,0.0000,1,0.000e+00,sam,-8.57366,-8.57366,0.00000,0.00000,,,,,0.000,-0.63700,0.54165,-0.09535,,GT_ABSENT,
COCO_val2014_000000308003.jpg,308003,probe,teddy bear,,0.2222,1,310,0.5382,0,0.000e+00,sam,-4.11420,-3.73748,-0.37672,-1.43750,-0.02354,-1.43750,0.02602,-0.96875,-45.749,-0.63700,0.54165,-0.09535,,GT_ABSENT,
COCO_val2014_000000308003.jpg,308003,probe,spoon,,0.1355,1,310,0.5382,0,0.000e+00,sam,-8.25727,-7.29865,-0.95861,-1.21875,-0.55202,-1.15625,-0.64144,-0.89062,-160.808,-0.63700,0.54165,-0.09535,,GT_ABSENT,
COCO_val2014_000000308003.jpg,308003,probe,baseball glove,,0.0799,1,310,0.5382,0,0.000e+00,sam,-4.91913,-4.71014,-0.20899,-0.85937,-0.21181,-0.78125,-0.03581,-0.56250,-23.243,-0.63700,0.54165,-0.09535,,GT_ABSENT,
COCO_val2014_000000308003.jpg,308003,probe,hot dog,,0.2257,1,310,0.5382,0,0.000e+00,sam,-6.69997,-6.10849,-0.59148,-0.92188,-0.07539,-0.93750,0.38036,-0.45313,-80.665,-0.63700,0.54165,-0.09535,,GT_ABSENT,
COCO_val2014_000000308003.jpg,308003,probe,bottle,,0.2306,1,310,0.5382,0,0.000e+00,sam,-6.20593,-6.04422,-0.16171,-1.42188,0.32439,-1.40625,0.33619,-0.75000,-17.552,-0.63700,0.54165,-0.09535,,GT_ABSENT,
COCO_val2014_000000308003.jpg,308003,probe,stop sign,,0.1797,1,310,0.5382,0,0.000e+00,sam,-5.08718,-4.50470,-0.58248,-1.68750,-0.69024,-1.53125,-0.28868,-1.46875,-79.046,-0.63700,0.54165,-0.09535,,GT_ABSENT,
COCO_val2014_000000308003.jpg,308003,probe,motorcycle,,0.1873,1,310,0.5382,0,0.000e+00,sam,-6.53891,-5.43576,-1.10315,-0.90625,-0.75490,-0.81250,-0.29169,-0.68750,-201.365,-0.63700,0.54165,-0.09535,,GT_ABSENT,
COCO_val2014_000000308003.jpg,308003,probe,knife,,0.2289,1,310,0.5382,0,0.000e+00,sam,-8.00379,-6.67204,-1.33175,-1.42187,-0.95833,-1.29688,-0.56962,-0.64063,-278.767,-0.63700,0.54165,-0.09535,,GT_ABSENT,
COCO_val2014_000000308003.jpg,308003,probe,toothbrush,,0.1822,1,310,0.5382,0,0.000e+00,sam,-3.46450,-2.98485,-0.47965,-2.25000,-0.06014,-2.18750,0.03802,-1.60938,-61.551,-0.63700,0.54165,-0.09535,,GT_ABSENT,
COCO_val2014_000000308003.jpg,308003,probe,tennis racket,,0.1405,1,310,0.5382,0,0.000e+00,sam,-5.19912,-5.27968,0.08056,-1.00000,0.86097,-0.82812,1.00437,-0.71875,7.740,-0.63700,0.54165,-0.09535,,GT_ABSENT,
COCO_val2014_000000308003.jpg,308003,probe,broccoli,,0.1553,1,310,0.5382,0,0.000e+00,sam,-4.47282,-3.78580,-0.68701,-1.01563,-0.51265,-1.03125,-0.09682,-0.98438,-98.777,-0.63700,0.54165,-0.09535,,GT_ABSENT,
COCO_val2014_000000308003.jpg,308003,probe,wine glass,,0.1261,1,310,0.5382,0,0.000e+00,sam,-7.80374,-6.78305,-1.02069,-1.14062,-0.49343,-1.00000,-0.44051,-0.87500,-177.511,-0.63700,0.54165,-0.09535,,GT_ABSENT,
COCO_val2014_000000308003.jpg,308003,probe,parking meter,,0.2288,1,310,0.5382,0,0.000e+00,sam,-4.35440,-3.56793,-0.78647,-1.07812,-1.10614,-0.84375,-0.17881,-0.65625,-119.564,-0.63700,0.54165,-0.09535,,GT_ABSENT,
COCO_val2014_000000308003.jpg,308003,probe,apple,,0.1844,1,310,0.5382,0,0.000e+00,sam,-16.96713,-17.27593,0.30880,-1.34375,0.65759,-1.32812,0.35721,-1.14063,26.567,-0.63700,0.54165,-0.09535,,GT_ABSENT,
COCO_val2014_000000308003.jpg,308003,probe,hair drier,,0.0671,1,310,0.5382,0,0.000e+00,sam,-7.10010,-5.21610,-1.88401,-1.60937,-1.38283,-1.53125,-0.50464,-1.25000,-557.983,-0.63700,0.54165,-0.09535,,GT_ABSENT,
COCO_val2014_000000054870.jpg,54870,candidate,sandwich,sandwich,0.3707,3,173,0.3003,0,0.000e+00,sam,-0.86437,-3.31236,2.44800,6.15625,2.27954,6.00000,2.42813,6.25000,91.353,0.06739,0.18277,0.25015,VERIFIED,REAL,TN
COCO_val2014_000000054870.jpg,54870,candidate,knife,knife,0.3870,1,52,0.0903,0,0.000e+00,sam,-2.45419,-5.00962,2.55543,6.73438,3.48134,5.95313,2.88158,6.95312,92.234,0.06739,0.18277,0.25015,VERIFIED,REAL,TN
COCO_val2014_000000054870.jpg,54870,candidate,lettuce,lettuce,0.3569,2,356,0.6181,0,0.000e+00,sam,-3.36419,-5.37165,2.00746,2.29687,2.44627,2.31250,1.87848,2.43750,86.567,0.06739,0.18277,0.25015,VERIFIED,UNKNOWN,TN
COCO_val2014_000000054870.jpg,54870,candidate,plate,plate,0.7414,1,107,0.1858,0,0.000e+00,sam,-0.66585,-1.02894,0.36310,0.90625,-1.60726,0.92188,0.40411,0.57812,30.448,0.06739,0.18277,0.25015,VERIFIED,UNKNOWN,TN
COCO_val2014_000000054870.jpg,54870,candidate,salad,salad,0.5935,1,276,0.4792,0,0.000e+00,sam,-2.18847,-4.15133,1.96286,3.53125,3.35669,4.18750,3.12959,4.23437,85.954,0.06739,0.18277,0.25015,VERIFIED,UNKNOWN,TN
COCO_val2014_000000054870.jpg,54870,candidate,half,half,0.5045,2,161,0.2795,0,0.000e+00,sam,-5.92366,-8.02223,2.09857,-0.48438,2.44284,0.98437,1.95922,-0.34375,87.737,0.06739,0.18277,0.25015,VERIFIED,UNKNOWN,TN
COCO_val2014_000000054870.jpg,54870,probe,parking meter,,0.0666,1,83,0.1441,0,0.000e+00,sam,-5.55124,-5.45492,-0.09632,0.01563,0.69507,2.62500,-0.04603,0.06250,-10.112,0.06739,0.18277,0.25015,,GT_ABSENT,
COCO_val2014_000000054870.jpg,54870,probe,potted plant,,0.1584,1,83,0.1441,0,0.000e+00,sam,-5.41577,-5.32312,-0.09265,-0.32813,1.83211,1.34375,-0.16151,-0.21875,-9.708,0.06739,0.18277,0.25015,,GT_ABSENT,
COCO_val2014_000000054870.jpg,54870,probe,skateboard,,0.1691,1,83,0.1441,0,0.000e+00,sam,-5.65765,-5.78735,0.12969,-0.09375,1.23345,2.14062,0.24871,-0.12500,12.164,0.06739,0.18277,0.25015,,GT_ABSENT,
COCO_val2014_000000054870.jpg,54870,probe,frisbee,,0.1489,1,82,0.1424,0,0.000e+00,sam,-2.97968,-3.04410,0.06442,-0.18750,0.73464,3.00000,0.07925,-0.18750,6.239,0.06739,0.18277,0.25015,,GT_ABSENT,
COCO_val2014_000000054870.jpg,54870,probe,hair drier,,0.1553,1,83,0.1441,0,0.000e+00,sam,-5.77416,-5.59313,-0.18103,-0.09375,0.42600,3.28125,0.00686,0.00000,-19.845,0.06739,0.18277,0.25015,,GT_ABSENT,
COCO_val2014_000000054870.jpg,54870,probe,motorcycle,,0.1434,1,83,0.1441,0,0.000e+00,sam,-6.91731,-6.94654,0.02923,-0.12500,0.71647,1.98438,0.13000,-0.06250,2.881,0.06739,0.18277,0.25015,,GT_ABSENT,
COCO_val2014_000000054870.jpg,54870,probe,baseball glove,,0.1651,1,83,0.1441,0,0.000e+00,sam,-4.97093,-5.31312,0.34219,-0.10938,0.37634,2.67187,0.53438,-0.17188,28.979,0.06739,0.18277,0.25015,,GT_ABSENT,
COCO_val2014_000000054870.jpg,54870,probe,baseball bat,,0.1605,1,83,0.1441,0,0.000e+00,sam,-7.09689,-7.35236,0.25547,-0.03125,-0.13467,3.51562,0.19120,0.07812,22.545,0.06739,0.18277,0.25015,,GT_ABSENT,
COCO_val2014_000000054870.jpg,54870,probe,snowboard,,0.1625,1,83,0.1441,0,0.000e+00,sam,-9.41022,-9.23335,-0.17687,-0.15625,1.82486,2.53125,0.01179,-0.14063,-19.348,0.06739,0.18277,0.25015,,GT_ABSENT,
COCO_val2014_000000054870.jpg,54870,probe,wine glass,,0.2177,1,167,0.2899,0,0.000e+00,sam,-5.97629,-6.12425,0.14797,1.45313,0.67797,1.43750,0.00000,0.00000,13.754,0.06739,0.18277,0.25015,,GT_ABSENT,
COCO_val2014_000000054870.jpg,54870,probe,,,0.0490,1,83,0.1441,0,0.000e+00,sam,-10.84553,-11.15918,0.31365,0.01562,3.09642,0.71875,0.33644,0.00000,26.923,0.06739,0.18277,0.25015,,GT_ABSENT,
COCO_val2014_000000054870.jpg,54870,probe,toothbrush,,0.1470,1,83,0.1441,0,0.000e+00,sam,-4.42316,-4.44331,0.02015,-0.06250,1.55254,3.65625,-0.15288,0.95312,1.994,0.06739,0.18277,0.25015,,GT_ABSENT,
COCO_val2014_000000054870.jpg,54870,probe,stop sign,,0.0588,1,83,0.1441,0,0.000e+00,sam,-6.19455,-6.45986,0.26531,-0.34375,1.32381,1.56250,0.33476,-0.29687,23.303,0.06739,0.18277,0.25015,,GT_ABSENT,
COCO_val2014_000000054870.jpg,54870,probe,sports ball,,0.1332,1,83,0.1441,0,0.000e+00,sam,-7.53576,-7.67266,0.13690,-0.14062,1.16974,3.01563,0.03979,-0.09375,12.794,0.06739,0.18277,0.25015,,GT_ABSENT,
COCO_val2014_000000054870.jpg,54870,probe,suitcase,,0.2041,1,83,0.1441,0,0.000e+00,sam,-6.40381,-6.43861,0.03480,-0.03125,0.30527,2.01563,0.10139,-0.00000,3.421,0.06739,0.18277,0.25015,,GT_ABSENT,
COCO_val2014_000000054870.jpg,54870,probe,tv,,0.2018,1,167,0.2899,0,0.000e+00,sam,-16.87483,-16.57269,-0.30214,0.29687,0.65796,0.01563,0.00000,0.00000,-35.275,0.06739,0.18277,0.25015,,GT_ABSENT,
